ID,Prompt,Model,Correct_final,Relevance_final,Scientific_final
n_13_3,A binary tree with a total of 8 nodes.,gpt4o_tikz,4.5,5,5
n_13_3,A binary tree with a total of 8 nodes.,stable_diffusion,1.5,1.5,1.5
n_13_3,A binary tree with a total of 8 nodes.,llama_python,0,0,0
n_13_3,A binary tree with a total of 8 nodes.,gpt4o_python,2,3,3.5
n_13_3,A binary tree with a total of 8 nodes.,dalle,1,1,1
n_14_3,There is an artificial neural network with 6 hidden layers.,automatikz,2,1.5,3.5
n_14_3,There is an artificial neural network with 6 hidden layers.,llama_tikz,0,0,0
n_14_3,There is an artificial neural network with 6 hidden layers.,gpt4o_tikz,0,0,0
n_14_3,There is an artificial neural network with 6 hidden layers.,stable_diffusion,0.5,1,1.5
n_14_3,There is an artificial neural network with 6 hidden layers.,llama_python,0,0,0
n_14_3,There is an artificial neural network with 6 hidden layers.,gpt4o_python,3.5,2.5,3.5
n_14_3,There is an artificial neural network with 6 hidden layers.,dalle,1,1,1.5
n_15_3,"A bar chart shows the number of graduates in different subjects within the community. 1,800 studied humanities, 4,500 studied science, and 5,520 studied engineering. The values are marked at the top of each bar.",automatikz,2.5,3.5,2.5
n_15_3,"A bar chart shows the number of graduates in different subjects within the community. 1,800 studied humanities, 4,500 studied science, and 5,520 studied engineering. The values are marked at the top of each bar.",llama_tikz,0,0,0
n_15_3,"A bar chart shows the number of graduates in different subjects within the community. 1,800 studied humanities, 4,500 studied science, and 5,520 studied engineering. The values are marked at the top of each bar.",gpt4o_tikz,0.5,0,0.5
n_15_3,"A bar chart shows the number of graduates in different subjects within the community. 1,800 studied humanities, 4,500 studied science, and 5,520 studied engineering. The values are marked at the top of each bar.",stable_diffusion,3,2,2
n_15_3,"A bar chart shows the number of graduates in different subjects within the community. 1,800 studied humanities, 4,500 studied science, and 5,520 studied engineering. The values are marked at the top of each bar.",llama_python,5,5,5
n_15_3,"A bar chart shows the number of graduates in different subjects within the community. 1,800 studied humanities, 4,500 studied science, and 5,520 studied engineering. The values are marked at the top of each bar.",gpt4o_python,5,5,4.5
n_15_3,"A bar chart shows the number of graduates in different subjects within the community. 1,800 studied humanities, 4,500 studied science, and 5,520 studied engineering. The values are marked at the top of each bar.",dalle,1.5,2.5,1.5
n_16_3,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a dot plot. The values are also marked in the chart.",automatikz,1,1,3.5
n_16_3,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a dot plot. The values are also marked in the chart.",llama_tikz,2.5,3,3.5
n_16_3,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a dot plot. The values are also marked in the chart.",gpt4o_tikz,5,4.5,3.5
n_16_3,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a dot plot. The values are also marked in the chart.",stable_diffusion,1.5,2,1.5
n_16_3,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a dot plot. The values are also marked in the chart.",llama_python,5,5,5
n_16_3,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a dot plot. The values are also marked in the chart.",gpt4o_python,5,5,5
n_16_3,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a dot plot. The values are also marked in the chart.",dalle,1.5,1.5,1.5
s_1_3,A cylinder is on the west side of the canvas.,automatikz,1,1,3
s_1_3,A cylinder is on the west side of the canvas.,llama_tikz,1,1,3
s_1_3,A cylinder is on the west side of the canvas.,gpt4o_tikz,4,5,3
s_1_3,A cylinder is on the west side of the canvas.,stable_diffusion,1.5,2,1.5
s_1_3,A cylinder is on the west side of the canvas.,llama_python,2,3.5,5
s_1_3,A cylinder is on the west side of the canvas.,gpt4o_python,4,4,5
s_1_3,A cylinder is on the west side of the canvas.,dalle,1,1.5,1
s_2_3,A cylinder is to the left of a hexagonal prism.,automatikz,1,1,2.5
s_2_3,A cylinder is to the left of a hexagonal prism.,llama_tikz,0,0,0
s_2_3,A cylinder is to the left of a hexagonal prism.,gpt4o_tikz,4.5,4,4.5
s_2_3,A cylinder is to the left of a hexagonal prism.,stable_diffusion,1.5,1.5,1.5
s_2_3,A cylinder is to the left of a hexagonal prism.,llama_python,1,2.5,4.5
s_2_3,A cylinder is to the left of a hexagonal prism.,gpt4o_python,2,1.5,4
s_2_3,A cylinder is to the left of a hexagonal prism.,dalle,2.5,1.5,1
s_3_3,There is a triangle in the upper left corner of a square.,automatikz,2.5,2,4
s_3_3,There is a triangle in the upper left corner of a square.,llama_tikz,3,3,4
s_3_3,There is a triangle in the upper left corner of a square.,gpt4o_tikz,5,5,4
s_3_3,There is a triangle in the upper left corner of a square.,stable_diffusion,2,1,1.5
s_3_3,There is a triangle in the upper left corner of a square.,llama_python,3,4,5
s_3_3,There is a triangle in the upper left corner of a square.,gpt4o_python,5,5,4
s_3_3,There is a triangle in the upper left corner of a square.,dalle,1,1,1.5
s_4_3,A pentagon in each corner of a polygon.,automatikz,1,1,3
s_4_3,A pentagon in each corner of a polygon.,llama_tikz,1,1,4
s_4_3,A pentagon in each corner of a polygon.,gpt4o_tikz,1,1.5,3
s_4_3,A pentagon in each corner of a polygon.,stable_diffusion,1,2,1.5
s_4_3,A pentagon in each corner of a polygon.,llama_python,1,1.5,3
s_4_3,A pentagon in each corner of a polygon.,gpt4o_python,5,5,4.5
s_4_3,A pentagon in each corner of a polygon.,dalle,1,1.5,1.5
s_5_3,"An oval is inside the square, and a star is outside.",automatikz,1.5,1,4
s_5_3,"An oval is inside the square, and a star is outside.",llama_tikz,1.5,1.5,2
s_5_3,"An oval is inside the square, and a star is outside.",gpt4o_tikz,2.5,2.5,2.5
s_5_3,"An oval is inside the square, and a star is outside.",stable_diffusion,1,1.5,2
s_5_3,"An oval is inside the square, and a star is outside.",llama_python,0,0,0
s_5_3,"An oval is inside the square, and a star is outside.",gpt4o_python,3.5,4.5,4
s_5_3,"An oval is inside the square, and a star is outside.",dalle,2.5,2,1.5
s_6_3,A cube between a hexagonal prism and a triangular pyramid.,automatikz,1,1,3.5
s_6_3,A cube between a hexagonal prism and a triangular pyramid.,llama_tikz,1.5,1,2.5
s_6_3,A cube between a hexagonal prism and a triangular pyramid.,gpt4o_tikz,2,2,2.5
s_6_3,A cube between a hexagonal prism and a triangular pyramid.,stable_diffusion,1.5,2,1
s_6_3,A cube between a hexagonal prism and a triangular pyramid.,llama_python,0,0,0
s_6_3,A cube between a hexagonal prism and a triangular pyramid.,gpt4o_python,2.5,3,4
s_6_3,A cube between a hexagonal prism and a triangular pyramid.,dalle,2.5,3,2
s_7_3,A binary tree with the root at the lower left position.,automatikz,1,1,2
s_7_3,A binary tree with the root at the lower left position.,llama_tikz,0,0,0
s_7_3,A binary tree with the root at the lower left position.,gpt4o_tikz,3.5,4.5,4.5
s_7_3,A binary tree with the root at the lower left position.,stable_diffusion,1,1,1
s_7_3,A binary tree with the root at the lower left position.,llama_python,0,0,0
s_7_3,A binary tree with the root at the lower left position.,gpt4o_python,3.5,4.5,4.5
s_7_3,A binary tree with the root at the lower left position.,dalle,1,1,1.5
s_8_3,A parabola opening towards the upper left.,automatikz,0.5,1,3.5
s_8_3,A parabola opening towards the upper left.,llama_tikz,0.5,1,4
s_8_3,A parabola opening towards the upper left.,gpt4o_tikz,3.5,4.5,4
s_8_3,A parabola opening towards the upper left.,stable_diffusion,2,1.5,2
s_8_3,A parabola opening towards the upper left.,llama_python,2,4,3.5
s_8_3,A parabola opening towards the upper left.,gpt4o_python,3.5,4.5,4
s_8_3,A parabola opening towards the upper left.,dalle,1.5,1,1
s_9_3,An oval and a trapezoid intersect.,automatikz,1,1,2
s_9_3,An oval and a trapezoid intersect.,llama_tikz,2,2,2.5
s_9_3,An oval and a trapezoid intersect.,gpt4o_tikz,4.5,5,4
s_9_3,An oval and a trapezoid intersect.,stable_diffusion,1,1.5,1.5
s_9_3,An oval and a trapezoid intersect.,llama_python,5,4,4
s_9_3,An oval and a trapezoid intersect.,gpt4o_python,5,4.5,4
s_9_3,An oval and a trapezoid intersect.,dalle,2.5,1.5,1.5
s_10_3,There are many cones around a sphere.,automatikz,1,1,2
s_10_3,There are many cones around a sphere.,llama_tikz,1,1.5,1.5
s_10_3,There are many cones around a sphere.,gpt4o_tikz,3,4.5,2
s_10_3,There are many cones around a sphere.,stable_diffusion,1.5,1,1
s_10_3,There are many cones around a sphere.,llama_python,1.5,1.5,3.5
s_10_3,There are many cones around a sphere.,gpt4o_python,4.5,4.5,4.5
s_10_3,There are many cones around a sphere.,dalle,2.5,2,2
s_11_3,Many cones are embedded within each other without intersection.,automatikz,1,1,2
s_11_3,Many cones are embedded within each other without intersection.,llama_tikz,1,1.5,3.5
s_11_3,Many cones are embedded within each other without intersection.,gpt4o_tikz,1,1,3
s_11_3,Many cones are embedded within each other without intersection.,stable_diffusion,3.5,1,1
s_11_3,Many cones are embedded within each other without intersection.,llama_python,0,0,0
s_11_3,Many cones are embedded within each other without intersection.,gpt4o_python,5,3.5,4.5
s_11_3,Many cones are embedded within each other without intersection.,dalle,2.5,1,1
s_12_3,The football moves along a parabola.,automatikz,1,1,3.5
s_12_3,The football moves along a parabola.,llama_tikz,1.5,1,4
s_12_3,The football moves along a parabola.,gpt4o_tikz,3,2.5,3.5
s_12_3,The football moves along a parabola.,stable_diffusion,3,2,1.5
s_12_3,The football moves along a parabola.,llama_python,1.5,3,5
s_12_3,The football moves along a parabola.,gpt4o_python,4,3,5
s_12_3,The football moves along a parabola.,dalle,2.5,1.5,1
s_13_3,A beaker is half filled with water.,automatikz,2.5,3.5,3.5
s_13_3,A beaker is half filled with water.,llama_tikz,2,2,3.5
s_13_3,A beaker is half filled with water.,gpt4o_tikz,3.5,4,3.5
s_13_3,A beaker is half filled with water.,stable_diffusion,3.5,2,2.5
s_13_3,A beaker is half filled with water.,llama_python,0,0,0
s_13_3,A beaker is half filled with water.,gpt4o_python,3.5,4,3.5
s_13_3,A beaker is half filled with water.,dalle,3.5,2.5,1.5
s_14_3,"There is a triangular pyramid on the table. The triangular pyramid and the table are on the left side of the image. The top view and the left view of the triangular pyramid are on the right side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",automatikz,1,1,2.5
s_14_3,"There is a triangular pyramid on the table. The triangular pyramid and the table are on the left side of the image. The top view and the left view of the triangular pyramid are on the right side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",llama_tikz,2,2,1.5
s_14_3,"There is a triangular pyramid on the table. The triangular pyramid and the table are on the left side of the image. The top view and the left view of the triangular pyramid are on the right side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",gpt4o_tikz,4,3.5,4
s_14_3,"There is a triangular pyramid on the table. The triangular pyramid and the table are on the left side of the image. The top view and the left view of the triangular pyramid are on the right side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",stable_diffusion,3.5,2.5,1
s_14_3,"There is a triangular pyramid on the table. The triangular pyramid and the table are on the left side of the image. The top view and the left view of the triangular pyramid are on the right side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",llama_python,2,2.5,3
s_14_3,"There is a triangular pyramid on the table. The triangular pyramid and the table are on the left side of the image. The top view and the left view of the triangular pyramid are on the right side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",gpt4o_python,3,2.5,4.5
s_14_3,"There is a triangular pyramid on the table. The triangular pyramid and the table are on the left side of the image. The top view and the left view of the triangular pyramid are on the right side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",dalle,2,2.5,2
ns_1_3,5 lines on the lower left side of the canvas,automatikz,3.5,4.5,1.5
ns_1_3,5 lines on the lower left side of the canvas,llama_tikz,1,1,2
ns_1_3,5 lines on the lower left side of the canvas,gpt4o_tikz,3,3.5,1.5
ns_1_3,5 lines on the lower left side of the canvas,stable_diffusion,1,1.5,1.5
ns_1_3,5 lines on the lower left side of the canvas,llama_python,2,3,5
ns_1_3,5 lines on the lower left side of the canvas,gpt4o_python,5,4,4.5
ns_1_3,5 lines on the lower left side of the canvas,dalle,1,1,1.5
ns_2_3,5 cubes in the lower left corner of the cuboid.,automatikz,1,1,3.5
ns_2_3,5 cubes in the lower left corner of the cuboid.,llama_tikz,1,1,1
ns_2_3,5 cubes in the lower left corner of the cuboid.,gpt4o_tikz,2.5,3,3.5
ns_2_3,5 cubes in the lower left corner of the cuboid.,stable_diffusion,1.5,2.5,1.5
ns_2_3,5 cubes in the lower left corner of the cuboid.,llama_python,1.5,1.5,5
ns_2_3,5 cubes in the lower left corner of the cuboid.,gpt4o_python,0,0,0
ns_2_3,5 cubes in the lower left corner of the cuboid.,dalle,2,2.5,1
ns_3_3,There are 2 line segments on top of a circle.,automatikz,3,3.5,4
ns_3_3,There are 2 line segments on top of a circle.,llama_tikz,4,4.5,4.5
